Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,112280,-,-,-,36.85,-121.42,-8,89,-8,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,3.2.0
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo
2006,1,1,0,30,0,0,0,4,7,1000,152,1.3,0.12
2006,1,1,1,30,0,0,0,4,7,1000,154,1.4000000000000001,0.12
2006,1,1,2,30,0,0,0,4,6,1000,157,1.6,0.12
2006,1,1,3,30,0,0,0,4,6,1000,159,1.7000000000000002,0.12
2006,1,1,4,30,0,0,0,4,6,1000,157,2,0.12
2006,1,1,5,30,0,0,0,4,7,1000,152,2.5,0.12
2006,1,1,6,30,0,0,0,4,7,1000,153,3.3000000000000003,0.12
2006,1,1,7,30,0,0,0,7,8,1000,153,3.9000000000000004,0.12
2006,1,1,8,30,0,6,6,7,10,1000,150,4.7,0.12
2006,1,1,9,30,0,14,14,8,11,1000,147,5.4,0.12
2006,1,1,10,30,0,19,19,8,12,1000,150,6.1000000000000005,0.12
2006,1,1,11,30,0,61,61,9,12,990,155,6.7,0.12
2006,1,1,12,30,0,57,57,9,12,990,152,6.4,0.12
2006,1,1,13,30,0,136,136,9,12,990,157,6.1000000000000005,0.12
2006,1,1,14,30,0,57,57,10,12,990,157,6.1000000000000005,0.12
2006,1,1,15,30,0,19,19,11,13,990,161,5.4,0.12
2006,1,1,16,30,0,1,1,11,13,990,161,4.2,0.12
2006,1,1,17,30,0,0,0,11,12,990,161,3.4000000000000004,0.12
2006,1,1,18,30,0,0,0,9,12,990,170,3,0.12
2006,1,1,19,30,0,0,0,9,11,990,209,3.2,0.12
2006,1,1,20,30,0,0,0,9,11,990,236,3.2,0.12
2006,1,1,21,30,0,0,0,8,10,990,224,2.5,0.12
2006,1,1,22,30,0,0,0,8,10,990,216,2,0.12
2006,1,1,23,30,0,0,0,8,10,990,207,1.5,0.12
2006,1,2,0,30,0,0,0,7,9,990,198,1.2000000000000002,0.12
2006,1,2,1,30,0,0,0,7,9,990,182,1,0.12
2006,1,2,2,30,0,0,0,7,9,990,164,1,0.12
2006,1,2,3,30,0,0,0,7,9,990,150,1.2000000000000002,0.12
2006,1,2,4,30,0,0,0,7,9,990,138,1.6,0.12
2006,1,2,5,30,0,0,0,7,9,990,133,2.3000000000000003,0.12
2006,1,2,6,30,0,0,0,8,9,990,129,3,0.12
2006,1,2,7,30,0,0,0,8,10,990,127,3.6,0.12
2006,1,2,8,30,0,3,3,9,10,990,126,4.1000000000000005,0.12
2006,1,2,9,30,0,8,8,9,11,990,125,4.6000000000000005,0.12
2006,1,2,10,30,0,17,17,10,12,990,133,5.2,0.12
2006,1,2,11,30,58,211,240,11,13,990,157,5.5,0.12
2006,1,2,12,30,161,228,309,9,12,990,187,5.300000000000001,0.12
2006,1,2,13,30,19,174,182,9,11,990,216,5.1000000000000005,0.12
2006,1,2,14,30,15,138,144,9,11,990,243,5.300000000000001,0.12
2006,1,2,15,30,0,72,72,8,10,990,264,5.7,0.12
2006,1,2,16,30,0,21,21,8,10,1000,278,5.6000000000000005,0.12
2006,1,2,17,30,0,0,0,8,10,1000,280,4.9,0.12
2006,1,2,18,30,0,0,0,8,10,1000,275,4,0.12
2006,1,2,19,30,0,0,0,7,9,1000,268,3.1,0.12
2006,1,2,20,30,0,0,0,7,9,1000,261,2.5,0.12
2006,1,2,21,30,0,0,0,6,8,1000,259,2.1,0.12
2006,1,2,22,30,0,0,0,6,7,1010,254,1.6,0.12
2006,1,2,23,30,0,0,0,4,7,1010,243,1.4000000000000001,0.12
2006,1,3,0,30,0,0,0,4,7,1010,230,1.3,0.12
2006,1,3,1,30,0,0,0,6,7,1010,214,1.4000000000000001,0.12
2006,1,3,2,30,0,0,0,4,7,1010,200,1.3,0.12
2006,1,3,3,30,0,0,0,4,6,1010,192,1.4000000000000001,0.12
2006,1,3,4,30,0,0,0,4,6,1010,186,1.5,0.12
2006,1,3,5,30,0,0,0,4,6,1010,182,1.5,0.12
2006,1,3,6,30,0,0,0,4,7,1010,185,1.4000000000000001,0.12
2006,1,3,7,30,0,4,4,6,8,1010,188,1.5,0.12
2006,1,3,8,30,0,54,54,7,9,1010,184,1.8,0.12
2006,1,3,9,30,17,124,130,8,10,1010,170,2.3000000000000003,0.12
2006,1,3,10,30,534,133,366,8,11,1010,156,2.9000000000000004,0.12
2006,1,3,11,30,83,217,259,8,12,1010,157,3.2,0.12
2006,1,3,12,30,12,182,188,8,13,1010,157,3.2,0.12
2006,1,3,13,30,8,164,168,8,13,1010,157,3,0.12
2006,1,3,14,30,0,70,70,8,13,1010,165,2.4000000000000004,0.12
2006,1,3,15,30,0,72,72,9,12,1010,162,1.7000000000000002,0.12
2006,1,3,16,30,0,22,22,9,11,1010,158,1.4000000000000001,0.12
2006,1,3,17,30,0,0,0,8,11,1010,161,1.4000000000000001,0.12
2006,1,3,18,30,0,0,0,9,11,1010,167,1.4000000000000001,0.12
2006,1,3,19,30,0,0,0,9,11,1010,166,1.4000000000000001,0.12
2006,1,3,20,30,0,0,0,9,11,1010,164,1.4000000000000001,0.12
2006,1,3,21,30,0,0,0,9,11,1020,163,1.4000000000000001,0.12
2006,1,3,22,30,0,0,0,9,11,1010,160,1.2000000000000002,0.12
2006,1,3,23,30,0,0,0,8,10,1010,151,1.1,0.12
2006,1,4,0,30,0,0,0,8,10,1010,140,1.1,0.12
2006,1,4,1,30,0,0,0,7,10,1010,139,1,0.12
2006,1,4,2,30,0,0,0,7,10,1010,141,0.9,0.12
2006,1,4,3,30,0,0,0,7,10,1010,139,0.9,0.12
2006,1,4,4,30,0,0,0,6,9,1010,128,0.9,0.12
2006,1,4,5,30,0,0,0,6,9,1010,119,0.9,0.12
2006,1,4,6,30,0,0,0,5,10,1020,117,0.8,0.12
2006,1,4,7,30,0,6,6,5,10,1020,118,0.6000000000000001,0.12
2006,1,4,8,30,49,71,80,7,12,1020,117,0.6000000000000001,0.12
2006,1,4,9,30,669,69,292,7,13,1020,96,0.9,0.12
2006,1,4,10,30,634,108,386,8,15,1020,79,1.5,0.12
2006,1,4,11,30,868,70,500,9,17,1020,77,1.9000000000000001,0.12
2006,1,4,12,30,872,71,511,10,18,1010,76,2,0.12
2006,1,4,13,30,848,68,462,10,18,1010,72,2,0.12
2006,1,4,14,30,792,62,359,10,17,1010,67,1.9000000000000001,0.12
2006,1,4,15,30,669,50,214,11,15,1010,66,1.4000000000000001,0.12
2006,1,4,16,30,372,25,56,10,13,1020,70,1.1,0.12
2006,1,4,17,30,0,0,0,9,11,1010,84,1.2000000000000002,0.12
2006,1,4,18,30,0,0,0,8,10,1010,96,1.3,0.12
2006,1,4,19,30,0,0,0,7,10,1010,106,1.3,0.12
2006,1,4,20,30,0,0,0,6,9,1010,115,1.2000000000000002,0.12
2006,1,4,21,30,0,0,0,6,9,1020,124,1.1,0.12
2006,1,4,22,30,0,0,0,6,9,1020,133,1.1,0.12
2006,1,4,23,30,0,0,0,5,9,1020,138,1.1,0.12
2006,1,5,0,30,0,0,0,5,10,1020,136,1.1,0.12
2006,1,5,1,30,0,0,0,5,9,1020,124,1.2000000000000002,0.12
2006,1,5,2,30,0,0,0,5,9,1010,118,1.2000000000000002,0.12
2006,1,5,3,30,0,0,0,5,9,1010,121,1.3,0.12
2006,1,5,4,30,0,0,0,5,9,1010,130,1.3,0.12
2006,1,5,5,30,0,0,0,5,9,1010,141,1.4000000000000001,0.12
2006,1,5,6,30,0,0,0,5,9,1010,152,1.4000000000000001,0.12
2006,1,5,7,30,0,11,11,5,11,1010,160,1.2000000000000002,0.12
2006,1,5,8,30,461,52,140,7,13,1020,165,1.2000000000000002,0.12
2006,1,5,9,30,275,128,220,9,15,1020,165,1.4000000000000001,0.12
2006,1,5,10,30,716,88,402,8,16,1020,158,1.4000000000000001,0.12
2006,1,5,11,30,873,78,513,9,16,1010,140,1.2000000000000002,0.12
2006,1,5,12,30,510,170,428,10,17,1010,110,1.3,0.12
2006,1,5,13,30,579,134,404,11,18,1010,93,1.5,0.12
2006,1,5,14,30,682,79,337,12,17,1010,89,1.2000000000000002,0.12
2006,1,5,15,30,465,70,186,13,16,1010,85,0.9,0.12
2006,1,5,16,30,363,28,60,11,14,1010,88,0.8,0.12
2006,1,5,17,30,0,0,0,9,12,1010,89,0.7000000000000001,0.12
2006,1,5,18,30,0,0,0,9,12,1010,92,0.7000000000000001,0.12
2006,1,5,19,30,0,0,0,8,11,1010,100,0.7000000000000001,0.12
2006,1,5,20,30,0,0,0,7,11,1010,110,0.8,0.12
2006,1,5,21,30,0,0,0,6,11,1010,118,0.9,0.12
2006,1,5,22,30,0,0,0,6,11,1010,124,0.9,0.12
2006,1,5,23,30,0,0,0,5,12,1010,128,1,0.12
2006,1,6,0,30,0,0,0,5,12,1010,132,0.9,0.12
2006,1,6,1,30,0,0,0,5,12,1010,137,0.9,0.12
2006,1,6,2,30,0,0,0,4,12,1010,145,0.9,0.12
2006,1,6,3,30,0,0,0,4,12,1010,156,1,0.12
2006,1,6,4,30,0,0,0,4,12,1010,166,1.1,0.12
2006,1,6,5,30,0,0,0,4,11,1010,173,1.2000000000000002,0.12
2006,1,6,6,30,0,0,0,4,11,1010,179,1.3,0.12
2006,1,6,7,30,0,7,7,4,11,1010,182,1.1,0.12
2006,1,6,8,30,80,72,87,7,13,1010,183,1.3,0.12
2006,1,6,9,30,771,61,319,8,15,1010,188,1.6,0.12
2006,1,6,10,30,854,68,444,8,16,1010,200,1.6,0.12
2006,1,6,11,30,886,72,514,10,18,1010,217,1.6,0.12
2006,1,6,12,30,890,73,526,10,19,1010,231,1.7000000000000002,0.12
2006,1,6,13,30,871,69,477,10,19,1010,247,1.7000000000000002,0.12
2006,1,6,14,30,816,63,373,11,18,1010,260,1.5,0.12
2006,1,6,15,30,699,50,226,11,16,1000,270,1.2000000000000002,0.12
2006,1,6,16,30,384,27,62,11,13,1000,278,1,0.12
2006,1,6,17,30,0,0,0,9,11,1000,278,1.1,0.12
2006,1,6,18,30,0,0,0,8,10,1000,270,1.2000000000000002,0.12
2006,1,6,19,30,0,0,0,8,9,1000,263,1.5,0.12
2006,1,6,20,30,0,0,0,8,9,1000,259,1.8,0.12
2006,1,6,21,30,0,0,0,8,10,1000,255,1.9000000000000001,0.12
2006,1,6,22,30,0,0,0,8,10,1010,252,1.9000000000000001,0.12
2006,1,6,23,30,0,0,0,9,10,1010,254,2.3000000000000003,0.12
2006,1,7,0,30,0,0,0,9,11,1010,263,2.8000000000000003,0.12
2006,1,7,1,30,0,0,0,9,11,1010,270,2.8000000000000003,0.12
2006,1,7,2,30,0,0,0,9,11,1010,275,2.4000000000000004,0.12
2006,1,7,3,30,0,0,0,9,10,1010,279,2,0.12
2006,1,7,4,30,0,0,0,8,10,1010,281,1.7000000000000002,0.12
2006,1,7,5,30,0,0,0,8,10,1010,284,1.3,0.12
2006,1,7,6,30,0,0,0,8,10,1010,287,1.1,0.12
2006,1,7,7,30,103,10,12,9,10,1010,287,1.4000000000000001,0.12
2006,1,7,8,30,561,49,156,9,11,1010,286,1.9000000000000001,0.12
2006,1,7,9,30,748,65,316,10,12,1010,290,2,0.12
2006,1,7,10,30,411,160,342,10,14,1010,298,2.2,0.12
2006,1,7,11,30,280,215,355,9,15,1010,302,2.4000000000000004,0.12
2006,1,7,12,30,853,86,522,9,15,1010,303,2.7,0.12
2006,1,7,13,30,822,85,472,9,15,1010,304,3,0.12
2006,1,7,14,30,1,133,134,9,14,1010,306,2.9000000000000004,0.12
2006,1,7,15,30,620,63,220,9,13,1010,309,2,0.12
2006,1,7,16,30,306,32,60,9,11,1010,312,1.2000000000000002,0.12
2006,1,7,17,30,0,0,0,7,9,1010,311,1.1,0.12
2006,1,7,18,30,0,0,0,7,9,1010,309,1.2000000000000002,0.12
2006,1,7,19,30,0,0,0,7,8,1010,307,1.1,0.12
2006,1,7,20,30,0,0,0,6,8,1010,306,1.1,0.12
2006,1,7,21,30,0,0,0,6,8,1010,304,1.2000000000000002,0.12
2006,1,7,22,30,0,0,0,6,8,1010,300,1.3,0.12
2006,1,7,23,30,0,0,0,6,8,1010,297,1.3,0.12
2006,1,8,0,30,0,0,0,6,8,1010,296,1.3,0.12
2006,1,8,1,30,0,0,0,6,8,1010,298,1.7000000000000002,0.12
2006,1,8,2,30,0,0,0,6,8,1010,304,2,0.12
2006,1,8,3,30,0,0,0,6,8,1010,308,1.9000000000000001,0.12
2006,1,8,4,30,0,0,0,6,8,1010,308,1.9000000000000001,0.12
2006,1,8,5,30,0,0,0,7,8,1010,306,1.9000000000000001,0.12
2006,1,8,6,30,0,0,0,7,8,1010,303,1.9000000000000001,0.12
2006,1,8,7,30,74,10,12,7,8,1010,306,2.2,0.12
2006,1,8,8,30,532,52,154,7,9,1010,314,2.4000000000000004,0.12
2006,1,8,9,30,158,139,192,7,11,1010,318,2.3000000000000003,0.12
2006,1,8,10,30,251,186,298,5,12,1010,321,2.4000000000000004,0.12
2006,1,8,11,30,851,85,513,4,13,1010,325,2.7,0.12
2006,1,8,12,30,855,87,525,4,14,1010,332,3,0.12
2006,1,8,13,30,833,83,477,4,14,1010,340,3.1,0.12
2006,1,8,14,30,772,75,372,4,13,1010,346,3,0.12
2006,1,8,15,30,639,60,224,5,12,1010,350,2,0.12
2006,1,8,16,30,323,31,62,6,10,1010,347,1.3,0.12
2006,1,8,17,30,0,0,0,6,8,1010,342,1.4000000000000001,0.12
2006,1,8,18,30,0,0,0,6,7,1010,338,1.6,0.12
2006,1,8,19,30,0,0,0,4,7,1010,337,1.7000000000000002,0.12
2006,1,8,20,30,0,0,0,4,6,1010,333,1.7000000000000002,0.12
2006,1,8,21,30,0,0,0,4,6,1010,330,1.5,0.12
2006,1,8,22,30,0,0,0,4,6,1010,330,1.3,0.12
2006,1,8,23,30,0,0,0,4,5,1010,330,1.2000000000000002,0.12
2006,1,9,0,30,0,0,0,2,5,1010,332,1.1,0.12
2006,1,9,1,30,0,0,0,2,5,1010,341,1,0.12
2006,1,9,2,30,0,0,0,2,4,1010,350,1,0.12
2006,1,9,3,30,0,0,0,2,4,1010,353,0.9,0.12
2006,1,9,4,30,0,0,0,2,4,1010,357,0.8,0.12
2006,1,9,5,30,0,0,0,2,4,1010,3,0.7000000000000001,0.12
2006,1,9,6,30,0,0,0,2,4,1010,15,0.6000000000000001,0.12
2006,1,9,7,30,94,10,12,2,6,1010,32,0.5,0.12
2006,1,9,8,30,557,51,159,4,9,1010,57,0.8,0.12
2006,1,9,9,30,737,72,320,4,11,1010,76,1.2000000000000002,0.12
2006,1,9,10,30,818,84,446,5,13,1010,82,1.4000000000000001,0.12
2006,1,9,11,30,853,89,519,6,15,1010,87,1.2000000000000002,0.12
2006,1,9,12,30,855,91,532,7,16,1010,85,1.1,0.12
2006,1,9,13,30,851,82,487,7,17,1010,62,1.1,0.12
2006,1,9,14,30,788,75,381,7,16,1010,42,1.1,0.12
2006,1,9,15,30,658,60,231,9,14,1010,40,1,0.12
2006,1,9,16,30,354,31,66,8,12,1010,44,1,0.12
2006,1,9,17,30,0,0,0,6,10,1010,58,1,0.12
2006,1,9,18,30,0,0,0,6,10,1010,68,0.8,0.12
2006,1,9,19,30,0,0,0,6,10,1010,64,0.5,0.12
2006,1,9,20,30,0,0,0,6,9,1010,38,0.4,0.12
2006,1,9,21,30,0,0,0,5,8,1010,16,0.4,0.12
2006,1,9,22,30,0,0,0,5,8,1010,19,0.4,0.12
2006,1,9,23,30,0,0,0,5,8,1010,38,0.4,0.12
2006,1,10,0,30,0,0,0,5,8,1010,47,0.30000000000000004,0.12
2006,1,10,1,30,0,0,0,4,7,1010,50,0.2,0.12
2006,1,10,2,30,0,0,0,4,7,1010,33,0.2,0.12
2006,1,10,3,30,0,0,0,4,6,1010,322,0.6000000000000001,0.12
2006,1,10,4,30,0,0,0,2,5,1010,327,0.8,0.12
2006,1,10,5,30,0,0,0,2,5,1010,335,0.8,0.12
2006,1,10,6,30,0,0,0,2,5,1010,350,0.5,0.12
2006,1,10,7,30,0,11,11,4,6,1010,3,0.2,0.12
2006,1,10,8,30,85,73,90,5,9,1010,145,0.4,0.12
2006,1,10,9,30,688,78,311,6,11,1010,147,0.6000000000000001,0.12
2006,1,10,10,30,775,91,436,7,14,1010,163,0.6000000000000001,0.12
2006,1,10,11,30,810,97,507,7,15,1010,256,0.9,0.12
2006,1,10,12,30,811,99,519,7,16,1010,291,1.5,0.12
2006,1,10,13,30,483,163,394,8,16,1010,313,1.9000000000000001,0.12
2006,1,10,14,30,698,91,364,8,15,1010,324,1.7000000000000002,0.12
2006,1,10,15,30,567,63,212,9,13,1010,329,1.2000000000000002,0.12
2006,1,10,16,30,39,35,39,9,11,1010,327,1,0.12
2006,1,10,17,30,0,0,0,8,10,1010,320,1,0.12
2006,1,10,18,30,0,0,0,8,10,1010,310,0.9,0.12
2006,1,10,19,30,0,0,0,8,10,1010,297,0.9,0.12
2006,1,10,20,30,0,0,0,8,10,1010,288,0.9,0.12
2006,1,10,21,30,0,0,0,8,10,1010,280,0.8,0.12
2006,1,10,22,30,0,0,0,8,10,1010,268,0.8,0.12
2006,1,10,23,30,0,0,0,8,9,1010,253,0.8,0.12
2006,1,11,0,30,0,0,0,7,9,1010,242,0.9,0.12
2006,1,11,1,30,0,0,0,7,9,1010,242,1,0.12
2006,1,11,2,30,0,0,0,7,9,1010,249,1,0.12
2006,1,11,3,30,0,0,0,7,9,1010,250,1,0.12
2006,1,11,4,30,0,0,0,7,9,1010,238,1,0.12
2006,1,11,5,30,0,0,0,7,9,1010,232,1,0.12
2006,1,11,6,30,0,0,0,8,9,1010,222,1,0.12
2006,1,11,7,30,0,12,12,8,10,1010,224,0.9,0.12
2006,1,11,8,30,475,56,148,9,11,1010,224,1,0.12
2006,1,11,9,30,5,121,123,11,13,1010,212,1.5,0.12
2006,1,11,10,30,292,184,314,11,14,1010,206,2,0.12
2006,1,11,11,30,0,150,150,13,15,1010,241,2,0.12
2006,1,11,12,30,107,235,291,13,16,1010,273,2.1,0.12
2006,1,11,13,30,48,200,224,13,16,1010,284,2.1,0.12
2006,1,11,14,30,42,158,175,13,16,1010,289,2.1,0.12
2006,1,11,15,30,0,62,62,13,15,1010,292,1.5,0.12
2006,1,11,16,30,58,37,43,11,13,1010,303,1.1,0.12
2006,1,11,17,30,0,0,0,9,11,1010,312,1.1,0.12
2006,1,11,18,30,0,0,0,8,10,1010,318,1.1,0.12
2006,1,11,19,30,0,0,0,7,9,1010,321,1.2000000000000002,0.12
2006,1,11,20,30,0,0,0,6,8,1010,323,1.2000000000000002,0.12
2006,1,11,21,30,0,0,0,6,7,1010,322,1.2000000000000002,0.12
2006,1,11,22,30,0,0,0,4,7,1010,318,1.2000000000000002,0.12
2006,1,11,23,30,0,0,0,4,7,1010,318,1.2000000000000002,0.12
2006,1,12,0,30,0,0,0,4,6,1010,319,1.1,0.12
2006,1,12,1,30,0,0,0,4,6,1010,317,1,0.12
2006,1,12,2,30,0,0,0,4,6,1010,317,0.9,0.12
2006,1,12,3,30,0,0,0,4,6,1010,317,0.8,0.12
2006,1,12,4,30,0,0,0,4,6,1010,319,0.8,0.12
2006,1,12,5,30,0,0,0,4,6,1010,324,0.8,0.12
2006,1,12,6,30,0,0,0,3,6,1010,333,0.7000000000000001,0.12
2006,1,12,7,30,0,14,14,3,7,1010,344,0.6000000000000001,0.12
2006,1,12,8,30,140,74,101,5,9,1010,20,0.8,0.12
2006,1,12,9,30,741,65,318,5,11,1010,70,1.1,0.12
2006,1,12,10,30,817,75,441,6,14,1010,77,1.3,0.12
2006,1,12,11,30,852,80,514,6,15,1010,76,1.3,0.12
2006,1,12,12,30,855,81,528,7,16,1010,69,1.3,0.12
2006,1,12,13,30,430,178,386,6,16,1010,50,1.4000000000000001,0.12
2006,1,12,14,30,406,141,302,7,15,1010,40,1.4000000000000001,0.12
2006,1,12,15,30,252,100,168,8,14,1010,42,1.1,0.12
2006,1,12,16,30,116,38,50,8,11,1010,48,0.8,0.12
2006,1,12,17,30,0,0,0,7,10,1010,56,0.8,0.12
2006,1,12,18,30,0,0,0,7,9,1010,72,0.7000000000000001,0.12
2006,1,12,19,30,0,0,0,6,9,1010,92,0.7000000000000001,0.12
2006,1,12,20,30,0,0,0,6,9,1010,106,0.7000000000000001,0.12
2006,1,12,21,30,0,0,0,5,8,1010,111,0.7000000000000001,0.12
2006,1,12,22,30,0,0,0,5,8,1010,109,0.7000000000000001,0.12
2006,1,12,23,30,0,0,0,5,8,1010,104,0.8,0.12
2006,1,13,0,30,0,0,0,4,7,1000,103,1,0.12
2006,1,13,1,30,0,0,0,4,7,1000,110,1.1,0.12
2006,1,13,2,30,0,0,0,4,7,1000,123,1.1,0.12
2006,1,13,3,30,0,0,0,4,7,1000,141,1.2000000000000002,0.12
2006,1,13,4,30,0,0,0,4,7,1000,157,1.4000000000000001,0.12
2006,1,13,5,30,0,0,0,4,7,1000,166,1.5,0.12
2006,1,13,6,30,0,0,0,4,7,1000,175,1.6,0.12
2006,1,13,7,30,103,11,13,5,9,1000,184,1.7000000000000002,0.12
2006,1,13,8,30,535,51,156,7,12,1000,191,2,0.12
2006,1,13,9,30,710,71,315,7,15,1000,194,2,0.12
2006,1,13,10,30,798,81,440,9,17,1000,188,2.2,0.12
2006,1,13,11,30,829,88,513,9,18,1000,195,2.7,0.12
2006,1,13,12,30,385,209,411,10,18,1000,200,3,0.12
2006,1,13,13,30,305,204,352,10,17,1000,208,2.9000000000000004,0.12
2006,1,13,14,30,404,143,304,11,16,1000,216,2.2,0.12
2006,1,13,15,30,621,65,234,11,15,1000,219,1.5,0.12
2006,1,13,16,30,208,38,61,11,13,1000,214,1.1,0.12
2006,1,13,17,30,0,0,0,9,11,1000,204,1.1,0.12
2006,1,13,18,30,0,0,0,9,11,1000,197,1.2000000000000002,0.12
2006,1,13,19,30,0,0,0,9,11,1000,194,1.3,0.12
2006,1,13,20,30,0,0,0,9,11,1000,191,1.5,0.12
2006,1,13,21,30,0,0,0,9,11,1000,186,1.6,0.12
2006,1,13,22,30,0,0,0,9,11,1000,180,1.7000000000000002,0.12
2006,1,13,23,30,0,0,0,9,11,1000,175,2,0.12
2006,1,14,0,30,0,0,0,9,11,1000,175,2.7,0.12
2006,1,14,1,30,0,0,0,9,11,1000,181,2.9000000000000004,0.12
2006,1,14,2,30,0,0,0,9,11,1000,191,2.9000000000000004,0.12
2006,1,14,3,30,0,0,0,8,10,1000,220,3.1,0.12
2006,1,14,4,30,0,0,0,8,9,1000,230,2.6,0.12
2006,1,14,5,30,0,0,0,7,9,1000,221,2.3000000000000003,0.12
2006,1,14,6,30,0,0,0,7,9,1000,209,2.9000000000000004,0.12
2006,1,14,7,30,0,3,3,7,9,1000,210,3.8000000000000003,0.12
2006,1,14,8,30,0,39,39,8,10,1000,208,4.5,0.12
2006,1,14,9,30,0,32,32,8,11,1000,216,5,0.12
2006,1,14,10,30,663,106,406,8,11,1000,225,5.1000000000000005,0.12
2006,1,14,11,30,0,160,160,7,11,1000,232,5,0.12
2006,1,14,12,30,0,59,59,7,11,1000,237,4.9,0.12
2006,1,14,13,30,0,33,33,7,11,1000,243,4.7,0.12
2006,1,14,14,30,137,174,229,7,10,1000,247,4.3,0.12
2006,1,14,15,30,0,85,85,7,9,1000,248,3.6,0.12
2006,1,14,16,30,41,41,45,7,9,1000,246,2.9000000000000004,0.12
2006,1,14,17,30,0,0,0,7,9,1010,244,2.6,0.12
2006,1,14,18,30,0,0,0,7,9,1010,251,2.5,0.12
2006,1,14,19,30,0,0,0,7,8,1010,259,2.3000000000000003,0.12
2006,1,14,20,30,0,0,0,6,8,1010,270,2.2,0.12
2006,1,14,21,30,0,0,0,4,7,1010,277,2.1,0.12
2006,1,14,22,30,0,0,0,4,7,1010,279,2.2,0.12
2006,1,14,23,30,0,0,0,4,6,1010,280,2.3000000000000003,0.12
2006,1,15,0,30,0,0,0,4,6,1010,281,2.3000000000000003,0.12
2006,1,15,1,30,0,0,0,4,6,1010,284,2.3000000000000003,0.12
2006,1,15,2,30,0,0,0,4,5,1010,287,2.4000000000000004,0.12
2006,1,15,3,30,0,0,0,2,5,1010,292,2.4000000000000004,0.12
2006,1,15,4,30,0,0,0,2,4,1010,297,2,0.12
2006,1,15,5,30,0,0,0,2,4,1010,302,1.7000000000000002,0.12
2006,1,15,6,30,0,0,0,2,4,1010,306,1.6,0.12
2006,1,15,7,30,207,12,17,2,5,1010,308,2,0.12
2006,1,15,8,30,672,43,177,3,7,1010,316,2.7,0.12
2006,1,15,9,30,834,58,346,3,8,1010,333,3,0.12
2006,1,15,10,30,897,69,477,2,9,1010,338,3,0.12
2006,1,15,11,30,935,72,556,2,10,1010,337,3,0.12
2006,1,15,12,30,943,73,573,1,11,1010,336,3.1,0.12
2006,1,15,13,30,923,71,526,1,11,1010,335,3.3000000000000003,0.12
2006,1,15,14,30,870,65,419,1,10,1010,332,3.3000000000000003,0.12
2006,1,15,15,30,755,55,265,1,9,1010,329,2.4000000000000004,0.12
2006,1,15,16,30,482,33,90,3,6,1020,324,1.5,0.12
2006,1,15,17,30,0,0,0,2,5,1020,318,1.4000000000000001,0.12
2006,1,15,18,30,0,0,0,1,4,1020,316,1.4000000000000001,0.12
2006,1,15,19,30,0,0,0,1,4,1020,319,1.3,0.12
2006,1,15,20,30,0,0,0,1,3,1020,325,1.2000000000000002,0.12
2006,1,15,21,30,0,0,0,1,3,1020,326,1.2000000000000002,0.12
2006,1,15,22,30,0,0,0,1,3,1020,323,1.2000000000000002,0.12
2006,1,15,23,30,0,0,0,1,3,1020,323,1.1,0.12
2006,1,16,0,30,0,0,0,1,3,1020,322,1,0.12
2006,1,16,1,30,0,0,0,1,3,1020,314,1,0.12
2006,1,16,2,30,0,0,0,1,3,1020,310,1,0.12
2006,1,16,3,30,0,0,0,1,3,1020,308,1,0.12
2006,1,16,4,30,0,0,0,1,3,1020,302,0.9,0.12
2006,1,16,5,30,0,0,0,2,3,1020,310,0.7000000000000001,0.12
2006,1,16,6,30,0,0,0,2,4,1020,322,0.4,0.12
2006,1,16,7,30,0,4,4,2,5,1020,307,0.30000000000000004,0.12
2006,1,16,8,30,0,47,47,3,7,1020,263,0.6000000000000001,0.12
2006,1,16,9,30,753,65,327,4,9,1020,307,1,0.12
2006,1,16,10,30,479,153,372,3,11,1020,341,1.4000000000000001,0.12
2006,1,16,11,30,150,237,315,3,12,1020,351,1.4000000000000001,0.12
2006,1,16,12,30,33,215,233,3,11,1020,356,1.3,0.12
2006,1,16,13,30,812,90,493,3,11,1020,358,1.4000000000000001,0.12
2006,1,16,14,30,762,80,392,3,11,1020,2,1.4000000000000001,0.12
2006,1,16,15,30,641,66,247,4,10,1020,13,1,0.12
2006,1,16,16,30,334,40,80,5,9,1020,26,0.7000000000000001,0.12
2006,1,16,17,30,0,0,0,4,8,1020,33,0.7000000000000001,0.12
2006,1,16,18,30,0,0,0,4,8,1020,39,0.6000000000000001,0.12
2006,1,16,19,30,0,0,0,3,8,1020,42,0.5,0.12
2006,1,16,20,30,0,0,0,3,8,1020,46,0.4,0.12
2006,1,16,21,30,0,0,0,3,8,1020,39,0.4,0.12
2006,1,16,22,30,0,0,0,2,8,1020,31,0.4,0.12
2006,1,16,23,30,0,0,0,2,7,1020,32,0.5,0.12
2006,1,17,0,30,0,0,0,2,7,1020,44,0.5,0.12
2006,1,17,1,30,0,0,0,2,7,1020,66,0.5,0.12
